method,split,task,seed,episode,stress_level,task_success,deployment_violation,intervention_rate,control_distortion,recovery_success,unshielded_violation,unshielded_success,filter_dependence,transfer_violation,oracle_regret,unsafe_boundary,boundary_pred,nominal_risk,predicted_risk,learned_boundary
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,0,,1,0,0,0.0,0,1,0,0,1,0.16388873151770444,0,0,0.42079018868615586,0.450827825893337,0.0
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,1,,1,0,0,0.0,0,0,1,0,0,0.04798997739807542,0,0,0.5155096558785037,0.5256839471135444,0.0034634254579234847
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,2,,0,0,0,0.0,0,0,1,0,0,0.7688834970222179,0,0,0.4393258389147855,0.3754734905902787,0.0067569570289238165
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,3,,0,1,0,0.0,1,0,1,0,0,1.569652338085255,0,0,0.5846555814561352,0.5122989467951697,0.009934721791855073
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,4,,1,0,0,0.0,1,1,0,0,1,0.17428135241318354,0,0,0.605835428185671,0.6179464322477412,0.013011156169582457
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,5,,0,1,0,0.0,1,0,0,0,0,1.5678388192889634,1,0,0.5225967096384907,0.6469993647972924,0.015655778419794028
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,6,,0,1,0,0.0,1,1,0,0,0,1.6912822174855782,0,0,0.5069543441513125,0.500837907543843,0.018563219922499995
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,7,,0,0,0,0.0,1,0,1,0,0,0.7667123350321408,0,0,0.48082193225168,0.5208932717379838,0.02143092996788986
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,8,,0,1,0,0.0,1,1,0,0,0,1.6907320663998227,0,0,0.6148668893510144,0.6494515233888511,0.023831592769467436
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,9,,0,1,0,0.0,0,0,0,0,0,1.5746788932743938,0,0,0.4980358853960736,0.49649699276302306,0.02597496345319516
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,10,,0,1,0,0.0,1,0,1,0,0,1.5698071820285255,0,0,0.4904353144750947,0.48201559118298615,0.02827473609562007
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,11,,1,0,0,0.0,1,1,0,0,0,0.1670397513694284,0,0,0.483451340707575,0.47807901627704796,0.030493795059718803
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,12,,1,0,0,0.0,0,1,0,0,1,0.168368755654701,0,0,0.3603708550407083,0.27368830210579376,0.03230628534213673
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,13,,1,0,0,0.0,1,0,1,0,0,0.05392745346056105,0,0,0.41648838978314306,0.3544564221668052,0.03472792355499341
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,14,,1,0,0,0.0,1,1,0,0,1,0.16485211651418463,0,0,0.5447905386565364,0.524465947351746,0.036666788696155896
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,15,,0,1,0,0.0,0,1,0,0,0,1.6834782276433704,0,0,0.4965882249586808,0.45538747388628215,0.03879026781697903
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,16,,0,1,0,0.0,0,0,1,0,0,1.571491482236011,0,0,0.4098763687937999,0.4508119142899823,0.04030871967175856
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,17,,0,0,0,0.0,1,0,0,0,1,0.7678807078668263,0,0,0.4660167602333828,0.406174834148645,0.04215005696932002
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,18,,0,1,0,0.0,0,0,0,0,1,1.5668791225553371,0,0,0.5704338129111203,0.5870232600856163,0.04376288635324234
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,19,,1,0,0,0.0,0,1,0,0,0,0.17119043256961797,0,0,0.45911244849012894,0.5422456871840844,0.045148784168365486
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,20,,0,1,0,0.0,0,1,0,0,0,1.6867740588828495,0,0,0.6020478896881971,0.5786198497034577,0.04663491940160287
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,21,,1,0,0,0.0,1,0,0,0,0,0.047704992262406765,0,0,0.3763291970752783,0.4431096339199572,0.04803619215717465
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,22,,1,0,0,0.0,0,0,1,0,0,0.04600801328136861,0,0,0.5541104572347003,0.580681042119201,0.04913193141731153
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,23,,0,0,0,0.0,0,0,0,0,0,0.7721776867575566,0,0,0.37033987949210034,0.28058338048124376,0.05105415308770251
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,24,,1,0,0,0.0,0,0,0,0,0,0.04758029085098081,0,0,0.32955621938992363,0.34015996732602055,0.05185179018110358
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,25,,1,0,0,0.0,1,0,1,0,1,0.040718512289587006,0,0,0.45767335689525046,0.5217810587892566,0.052991136597954756
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,26,,0,1,0,0.0,1,0,1,0,0,1.568559157242573,0,0,0.49603170727920026,0.5690036957760862,0.05374263861465307
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,27,,0,1,0,0.0,0,0,1,0,0,1.5699981155221292,0,0,0.46864974976206725,0.5052785387092825,0.0550287105395582
unfiltered_policy,nominal_boundary,narrow_corridor_navigation,0,28,,1,0,0,0.0,1,0,1,0,0,0.05186176745029236,0,0,0.41357912405003217,0.4769559032934977,0.05601131127455535
