rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
1,doi:10.1109/robot.2009.5152268,Safe robot arm with safe joint mechanism using nonlinear spring system for collision safety,2009,,https://doi.org/10.1109/robot.2009.5152268,Addresses safe robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Safety filter novelty boundaries keeps action-critical alternatives explicit until a physical observation collapses them.
2,doi:10.1109/robot.2010.5509492,Safe joint mechanism using inclined link with springs for collision safety and positioning accuracy of a robot arm,2010,,https://doi.org/10.1109/robot.2010.5509492,Addresses safe robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Safety filter novelty boundaries keeps action-critical alternatives explicit until a physical observation collapses them.
3,doi:10.1609/aaai.v33i01.33013387,End-to-End Safe Reinforcement Learning through Barrier Functions for Safety-Critical Continuous Control Tasks,2019,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v33i01.33013387,Addresses safe robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Safety filter novelty boundaries keeps action-critical alternatives explicit until a physical observation collapses them.
4,doi:10.3389/fnbot.2025.1697518,Transformer-based human-motion forecasting coupled with safe reinforcement learning for telepresence robot co-navigation,2026,Frontiers in Neurorobotics,https://doi.org/10.3389/fnbot.2025.1697518,Addresses safe robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Safety filter novelty boundaries keeps action-critical alternatives explicit until a physical observation collapses them.
5,doi:10.1016/j.ins.2024.121567,Safe robust multi-agent reinforcement learning with neural control barrier functions and safety attention mechanism,2025,Information Sciences,https://doi.org/10.1016/j.ins.2024.121567,Addresses safe robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Safety filter novelty boundaries keeps action-critical alternatives explicit until a physical observation collapses them.
6,doi:10.1016/j.isatra.2025.04.024,Safe prescribed time controller for wheeled mobile robots by using control barrier functions as a safety filter,2025,ISA Transactions,https://doi.org/10.1016/j.isatra.2025.04.024,Addresses safe robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Safety filter novelty boundaries keeps action-critical alternatives explicit until a physical observation collapses them.
7,arxiv:2212.02941v3,Safe Imitation Learning of Nonlinear Model Predictive Control for Flexible Robots,2022,arXiv,http://arxiv.org/abs/2212.02941v3,Addresses safe robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Safety filter novelty boundaries keeps action-critical alternatives explicit until a physical observation collapses them.
8,doi:10.1146/annurev-control-042920-020211,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,"Annual Review of Control, Robotics, and Autonomous Systems",https://doi.org/10.1146/annurev-control-042920-020211,Addresses safe robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Safety filter novelty boundaries keeps action-critical alternatives explicit until a physical observation collapses them.
9,doi:10.3390/math14030516,Probabilistic Safety Guarantees for Learned Control Barrier Functions: Theory and Application to Multi-Objective Human–Robot Collaborative Optimization,2026,Mathematics,https://doi.org/10.3390/math14030516,Addresses safe robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Safety filter novelty boundaries keeps action-critical alternatives explicit until a physical observation collapses them.
10,arxiv:2309.05837v1,The Safety Filter: A Unified View of Safety-Critical Control in Autonomous Systems,2023,arXiv,http://arxiv.org/abs/2309.05837v1,Addresses safe robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Safety filter novelty boundaries keeps action-critical alternatives explicit until a physical observation collapses them.
